YIELD,WB_CCKP_CDD,WB_CCKP_CDD65,WB_CCKP_CSDI,WB_CCKP_CWD,WB_CCKP_FD,WB_CCKP_HD30,WB_CCKP_HD35,WB_CCKP_HD45,WB_CCKP_HD50,WB_CCKP_HDD65,WB_CCKP_HI35,WB_CCKP_HURS,WB_CCKP_ID,WB_CCKP_PR,WB_CCKP_R20MM,WB_CCKP_R50MM,WB_CCKP_R95PTOT,WB_CCKP_RX1DAY,WB_CCKP_RX5DAY,WB_CCKP_SD,WB_CCKP_TAS,WB_CCKP_TASMAX,WB_CCKP_TASMIN,WB_CCKP_TNN,WB_CCKP_TR,WB_CCKP_TR23,WB_CCKP_TR26,WB_CCKP_TR29,WB_CCKP_TR32,WB_CCKP_TX84RR,WB_CCKP_TXX,WB_CCKP_WSDI,ITEM_Barley,ITEM_Maize,ITEM_Wheat
6413.0,-0.4326594715121726,0.25864235898035376,-0.7299467648851194,-0.47545276761475724,-0.028263575262593855,-0.3672226087263505,-0.08068542724156559,-0.05622845171947267,0.0,-0.3540361375412493,-0.09627207813278056,0.0403974420348837,0.022153652177020623,0.03271836513699649,0.18016976476511015,-0.19332328012377287,0.7694746458135766,0.35728934595032596,0.6183141123003996,0.6147896178450708,0.3538818454039538,0.3538818454039538,0.3538818454039538,0.24639377582283328,0.614796529787914,-0.10856786454586186,-0.341884569793743,-0.43225609806322485,-0.22177537653175167,-1.1733600847049688,0.7569311624498044,-1.0971007795276118,False,True,False
4193.7,-0.20298029841911672,-0.13655427384811464,-0.8543389594767508,0.053299375276135104,-0.3054347505994412,-0.3672226087263505,-0.08068542724156559,-0.05622845171947267,0.0,-0.15037469352109656,-0.09627207813278056,-0.05936351704684082,0.32244899495924884,1.099604545450409,1.9692615171288481,2.936026717567037,1.7442922556337268,1.741488360070749,1.7564532441002596,-0.06727296992557648,0.11957570726748903,0.11957570726748903,0.11957570726748903,0.32501889005581575,-0.0672676645964894,-0.14842913612201733,-0.341884569793743,-0.45126189717740883,-0.22177537653175167,0.07944875493211785,0.22207117507047164,-0.9956432505156235,False,False,True
2106.4,-0.27122363099948155,1.0861335776770928,0.4610423322687968,-1.0731725813175044,0.7263094572597932,0.1712468053056667,-0.08068542724156559,-0.05622845171947267,0.0,0.20347028688479724,-0.09627207813278056,-0.6284544427175917,-0.7091211177463697,-0.9779649101281167,-0.6658649467648136,-0.3957190511187008,-0.624040060459523,-0.45986774530640834,-0.7124516635514424,0.9895366685932678,-0.02461268543187399,-0.02461268543187399,-0.02461268543187399,-1.6218328190862432,0.9892575199737138,1.0220427474323672,1.4883633516206585,0.6764155169308423,-0.22177537653175167,1.6454598044784765,1.181368442757275,1.539572594916469,True,False,False
4092.0,-0.47521982946551855,1.1085302601070703,0.6383673756228243,-1.2149394602085406,-0.1775095927516656,3.09611475879776,-0.08068542724156559,-0.05622845171947267,0.0,-0.3948451284212608,-0.09627207813278056,-1.372127046781357,0.17137448609041198,-0.7883493209904109,-0.530033685739367,-0.4735635784244424,-0.6256269359435211,-0.24487148754389207,-0.719259673840182,0.8690207717217192,0.5109442017371882,0.5109442017371882,0.5109442017371882,-0.7147102324878034,0.8690282825117598,1.0492208871433826,1.7619191736551167,2.950776144261529,1.4621085937756018,2.27186422429702,1.4712280488209133,0.27074229233280833,False,False,True
3186.8,-0.968332942304284,-1.1635469753232115,0.686006939508981,1.9115949499289078,2.1492450898419357,-0.3672226087263505,-0.08068542724156559,-0.05622845171947267,0.0,2.1295727246583707,-0.09627207813278056,1.4960005268182357,-2.1549875829941376,2.4724227951154036,1.4608645115764627,0.6473976147782357,1.6993043356623747,0.42238781443618784,1.0604343098750106,-1.3160472156041028,-2.0818720741245698,-2.0818720741245698,-2.0818720741245698,-0.23474498291631318,-1.3160448517908199,-0.9388600327173738,-0.704990055543517,-0.45126189717740883,-0.22177537653175167,-1.5909630312506644,-4.5261052290196035,-1.0176460881326812,True,False,False
3810.7,-0.032005067330675846,0.7526657321371584,-0.7828796136475158,0.23338162684042468,-0.9049680537737089,-0.3060329025863486,-0.08068542724156559,-0.05622845171947267,0.0,-1.0638877023125082,-0.09627207813278056,-0.09337293491561201,0.8987101967334794,1.1889270195450279,1.3502590561700276,1.3479983605299095,1.9930349877504583,1.5881643356106279,1.3547806370646298,0.9751895380133215,1.0619498452668965,1.0619498452668965,1.0619498452668965,1.07841177569126,0.9751972988862774,0.6256948766467301,0.03716811634369001,-0.3182213033781208,-0.22177537653175167,-1.3821615579778168,0.06678924325066564,0.16928476332082004,False,False,True
1732.2,-0.19931130204382824,-0.19957942083394997,-0.48116237570185694,-0.755154988129504,1.0171537925839933,-0.3672226087263505,-0.08068542724156559,-0.05622845171947267,0.0,0.47972414451968237,-0.09627207813278056,-0.002681153932224323,-1.0230873133250118,-0.8878464589299808,-0.9743959539511847,-0.5358392002690356,-1.3379753407103536,-1.2042173389144823,-1.1277402911645513,-0.0070150214898021725,-0.4623274489835114,-0.4623274489835114,-0.4623274489835114,-0.600879843225127,-0.00700957422176315,-0.33233454816655295,-0.5614652520545861,-0.45126189717740883,-0.22177537653175167,1.019055384659933,0.4187616220422263,-0.4944675047937538,False,False,True
4323.1,0.6585000504986076,2.1673251473478863,-0.8741887777626492,-0.6517034819117209,-0.8671930524527172,1.811130929857719,-0.08068542724156559,-0.05622845171947267,0.0,-1.032073773070295,0.6368397968483435,-1.1590013614703996,0.8609415695162702,-0.2841151297627472,0.4867603253654038,0.19589935640493475,0.04847776965895314,0.8866426817958842,0.3888441184505332,1.726118352567711,1.2344609579607773,1.2344609579607773,1.2344609579607773,1.2579586783426973,1.726127882270368,2.349694872315456,3.182446715878895,2.6466833584345846,0.30080930390846145,0.9146546480235092,0.953621609421559,3.258238688782198,True,False,False
5356.4,-0.056954242682637185,-1.0386275483215273,0.5470582115076909,-0.053983668208973185,0.543923407936968,-0.3672226087263505,-0.08068542724156559,-0.05622845171947267,0.0,0.5695396606501995,-0.09627207813278056,1.273805663408938,-0.5267658440043834,-1.17353302369212,-0.9743959539511847,-0.5358392002690356,-1.5798151644716933,-1.1665287518963519,-1.2114387705967014,-1.1192045840472393,-0.6528621107648122,-0.6528621107648122,-0.6528621107648122,0.4294612059772403,-1.1192017565667136,-0.937501125731823,-0.704990055543517,-0.45126189717740883,-0.22177537653175167,-0.6513564015228495,-1.2479311128236945,-1.059207003631568,True,False,False
2781.5,-0.10244979773621357,-0.7018774303565098,0.0984523182463823,-0.1842559352980335,0.88343492287717,-0.3672226087263505,-0.08068542724156559,-0.05622845171947267,0.0,0.6136477124119037,-0.09627207813278056,0.6775072034431736,-0.8893910071634797,-1.0089388017649565,-0.9569319346764845,-0.5202702948078873,-1.4254915236528594,-1.0774466371262257,-1.0692714969200827,-0.7080158216259783,-0.6528621107648122,-0.6528621107648122,-0.6528621107648122,-1.8471465792762822,-0.7080120255810805,-0.6308411159925357,-0.6559217466584124,-0.45126189717740883,-0.22177537653175167,0.6014524381142372,0.05643711446267817,1.5163473774317968,False,False,True
